"","sp500","nasdaq","s.fin","s.tech","s.hc","s.energy","s.ind","s.cd","s.cs","s.util","s.mat","s.bio"
"2015-12-17",4327390000,866300,70913300,12108600,11469100,29074800,15902700,9224600,10235700,13161700,9196500,2772500
"2015-12-18",6683070000,2284000,113598700,22813900,15159800,27139200,19378200,15053000,14720600,18407200,14249200,4201100
"2015-12-21",3760280000,909700,50728100,11163300,6707200,24015000,9394700,7089000,8155500,9031500,5887100,1744800
"2015-12-22",3520860000,1451000,57087700,9482600,7421900,25251100,11812300,6719400,7185700,8125800,5268100,2572400
"2015-12-23",3484090000,934600,40627900,8045300,8091000,30210500,9604800,6024800,6464100,8581700,5819600,2352200
"2015-12-24",1411860000,368000,13844600,2432800,2568300,7215300,2040500,1911800,2312100,2715800,3717000,748400
"2015-12-28",2492510000,1278400,16747000,7177200,6534700,12367800,4687600,4042900,4620900,5036500,4143400,2537400
"2015-12-29",2.542e+09,1009400,38040200,6809200,7243100,15106300,5054700,5740200,4134000,9223900,3885400,2113100
"2015-12-30",2367430000,743300,19339100,7196500,8496500,15051200,10957700,3218900,6942900,7831500,3339100,1469400
"2015-12-31",2655330000,807900,58704700,8761000,6591700,19202400,6785400,6580200,6801400,10431700,4679500,1302300
"2016-01-04",4304880000,1299400,93387400,21638600,19666300,21808700,16404600,13400400,17281200,14846700,14430200,6030700
"2016-01-05",3706620000,1257400,52096500,16067200,14540000,15529200,8726300,7424900,8630500,10948000,9499000,4635200
"2016-01-06",4336660000,747900,77248500,13858400,14651700,26962100,9980000,10115400,12429100,12718800,9307400,9160400
"2016-01-07",5076590000,2842200,92006900,16840700,17850400,28081900,17225600,12645200,16031500,12273700,12579700,11642300
"2016-01-08",4664940000,1372900,83028200,19233100,17022800,19227100,17198600,10797700,14691000,11680800,8700200,8929200
"2016-01-11",4607290000,1509200,70986500,19135100,28552300,28316100,18962400,13190800,15890200,16389600,10047300,14614100
"2016-01-12",4887260000,1278600,80633500,15841600,13727000,35594100,19297300,8737100,13171500,14360100,7270300,9577600
"2016-01-13",5087030000,1448900,125524900,21962300,16202500,33958400,18966900,14930500,19407900,17478900,10809600,10365500
"2016-01-14",5241110000,1546300,95264000,19795600,23342300,38074300,19261200,15919400,19025800,23083000,10372200,10932300
"2016-01-15",5468460000,1438900,93733100,20137500,17882300,36880200,20434600,14551500,24210900,18888500,9358900,10503400
"2016-01-19",4928350000,1287400,83779300,19658800,13495200,35872300,14845000,11622600,14945200,17884600,9865600,8268600
"2016-01-20",6416070000,1245800,107682200,29631800,24665600,51307400,26092600,21443200,28302800,19900100,12825400,12702500
"2016-01-21",5078810000,1150100,91494800,22135700,17102800,43670700,18593800,15944200,21001000,14087900,11700700,10694600
"2016-01-22",4901760000,999400,59334200,11248200,11343800,38622500,12781600,7185100,13754500,15060500,9537600,4818400
"2016-01-25",4401380000,1075400,78982100,10480600,10131900,29120000,14534000,7148400,15869400,13521400,11141700,4845100
"2016-01-26",4357940000,1379500,63973700,11473700,12282900,25165000,12038300,7913800,10523400,11459600,7587700,8926400
"2016-01-27",4754040000,1714800,77206300,18022400,15924700,36494500,16437200,10642700,17247400,13731900,7814300,9045700
"2016-01-28",4693010000,1903700,79906600,17566800,26127300,38171900,12553000,10402200,15649200,15563900,6655500,12529600
"2016-01-29",5497570000,2291800,100518900,16113300,17578200,31498200,14570300,11526300,20576300,17940400,8001000,10837400
"2016-02-01",4322530000,2113800,84561500,14797300,16705700,27685100,15940600,8299400,18573100,29610900,13595400,11004600
"2016-02-02",4463190000,2176300,86157400,13951200,12968700,25231200,15284800,9048900,14068600,15970100,11509400,8765800
"2016-02-03",5172950000,2097400,151930200,21506200,19453100,36440700,25732900,13351800,25209800,32952400,14414200,11905000
"2016-02-04",5193320000,2506700,97011000,18202900,18715900,36700800,18412600,9928000,21092000,27602600,14590200,9966200
"2016-02-05",4929940000,1970600,81506700,23777400,16744000,30241000,15512300,12823400,20073300,27386300,11431900,8678600
"2016-02-08",5636460000,2041000,132312800,24821400,24652800,34806700,20001200,13176000,21546900,29012400,11603700,8296600
"2016-02-09",5183220000,1273900,168924200,24755300,20726500,36733000,15370000,14378800,24305600,22620900,10233300,7853800
"2016-02-10",4471170000,993500,80836900,16975000,14728500,30215800,15079400,13287200,14798700,25920600,11372200,7641500
"2016-02-11",5500800000,1044800,155436800,24627300,22801100,47986900,19179900,13565300,26010400,25390000,13535000,7192300
"2016-02-12",4696920000,783000,119640600,10893400,10316000,25782000,19249100,10927200,12464000,21018700,8596000,6210700
"2016-02-16",4570670000,883400,97496100,10293300,17303000,33800200,15037900,10470400,15217700,14638600,6786800,5844700
"2016-02-17",5011540000,986000,79846300,11128700,12140000,29280000,15619900,9774700,11040500,19080300,7494200,7738500
"2016-02-18",4436490000,1001700,79491900,11578400,9722100,28832300,9587800,6974200,13101900,18884300,5410200,6891600
"2016-02-19",4142850000,899600,91481800,8579300,8875100,25128800,12613600,7591600,9795000,17020100,5930400,5451400
"2016-02-22",4054710000,1145700,52408200,6590700,7515700,24708300,12143800,5645000,9152000,12436600,5360500,4467800
"2016-02-23",3890650000,1343800,71553300,8189500,8211900,21455000,9727900,6456700,9986500,11788800,6533700,4775100
"2016-02-24",4317250000,1011300,89023000,10144400,11118600,25279800,17347300,10821600,13271700,16750900,10142400,6820500
"2016-02-25",4118210000,1190300,87713700,9403400,9482100,18449100,9312700,5526200,9453000,12161900,5135700,3469600
"2016-02-26",4348510000,790800,100096300,9772600,10365700,21155100,8312300,6966300,28143900,32953600,6753100,3944300
"2016-02-29",4588180000,1373700,70846000,13601900,11091700,22983300,13823000,8742800,13596800,20137800,6838800,4259500
"2016-03-01",4819750000,1157300,100224900,12304200,14549100,23643000,13424800,9345800,13169700,23641700,12092500,4833500
"2016-03-02",4666610000,1778800,89863600,8748100,10923700,26795000,8877600,7637800,16157700,30224200,9864300,8346900
"2016-03-03",5081700000,880700,76643600,7883900,10812500,24386200,9809000,9519400,10743600,21274100,8605500,5163600
"2016-03-04",6049930000,1176900,70707200,7885900,9855700,30551600,10006900,7746700,17384700,22128400,9907800,8595300
"2016-03-07",4968180000,760800,48251200,15813500,11082400,33360500,11754000,7435500,14095900,18492800,7884400,10621500
"2016-03-08",4641650000,953800,94684500,11700500,8204200,29817600,12241100,6340000,11554900,16374800,6288900,6589000
"2016-03-09",4038120000,749200,59913500,12160600,13032500,25467600,11060100,6744700,11307500,14256600,5612800,7364300
"2016-03-10",4376790000,2353500,94740200,12928400,11287700,28623600,12693300,8060400,13004500,19471400,7578900,7892100
"2016-03-11",4078620000,1109400,79284200,8820100,10618300,24783600,11059900,5693600,12880500,15695400,5020000,4076200
"2016-03-14",3487850000,850100,55347800,10060900,6140900,21766100,6946700,5500300,10645100,11724800,5472000,5493800
"2016-03-15",3560280000,1237800,75699100,6321100,15226500,21719600,6948700,4499600,6523700,13737000,4984300,7225900
"2016-03-16",4057020000,1207100,72379900,14756900,16881300,26970400,11447900,7254300,13743400,27868200,7289700,7827400
"2016-03-17",4530480000,1891800,65859400,9367100,20920400,28160800,17009400,6160800,13903400,17534900,7780900,9059900
"2016-03-18",6503140000,4397200,65031200,9414400,19524800,30474000,17059800,9706500,13037000,16990700,7630200,9232100
"2016-03-21",3376600000,3101300,47484300,8003500,12183600,16698500,7150400,4049400,11421400,15743200,5074700,5902300
"2016-03-22",3418460000,1504000,43482300,13112900,13200200,14180100,7570500,4492300,9853200,11457400,4096100,7514400
"2016-03-23",3639510000,1584000,55912200,10675100,9105100,18873800,10833200,8522000,11304300,15239600,5663600,6003000
"2016-03-24",3407720000,1560600,48500700,6743200,8492800,15516000,10403600,6958100,9455500,15073500,3762100,6416600
"2016-03-28",2809090000,792100,36121300,6408000,7156300,11564900,6591700,5132600,7363500,11244600,3949300,4347900
"2016-03-29",3822330000,1155800,44438100,10081500,10446900,14340700,9271800,5457200,10154700,17553600,4079400,8291100
"2016-03-30",3590310000,1350400,37636100,10988300,7607700,15744800,8197600,5274200,8932300,14516900,4036300,7390600
"2016-03-31",3715280000,1800300,39946000,14594900,8602700,14046400,12949100,5070400,8297400,14703400,5557800,9537800
"2016-04-01",3749990000,1447500,45753300,9654900,9120200,14804800,16184500,8141800,14840300,17872600,8590500,9868600
"2016-04-04",3485710000,1318300,38544800,7646200,17381200,15809500,12014900,9471800,12949000,15286100,5660600,9239600
"2016-04-05",4154920000,1091700,61644100,10726100,16555000,16048800,11244900,8548000,11748800,18658400,5483200,9147100
"2016-04-06",3750800000,1245200,38129600,11138500,24514100,18042500,10956900,6728200,11609600,20294500,5662200,14059500
"2016-04-07",3801250000,938200,51315200,10630900,19216700,13927100,13364500,5173400,11243400,15280200,5067100,14045800
"2016-04-08",3359530000,722000,55956800,8762800,12883800,17666500,9188900,5159300,7040200,16436900,4405700,7601700
"2016-04-11",3567840000,1037600,45423100,8138600,8695500,16235700,7710100,5871000,6694100,11125000,3845700,6677200
"2016-04-12",4239740000,1978400,48225900,9592000,13475500,26723100,10724300,5726700,9220300,13427200,4638800,8830200
"2016-04-13",4191830000,1265600,69649400,7876600,9706200,18702900,13215500,5040500,14780000,13320500,4825900,7923700
"2016-04-14",3765870000,677600,52055000,6502700,6637400,17364000,13195200,3307200,11810700,12090800,3508500,6590500
"2016-04-15",3701450000,1272500,53901700,6460900,7945300,14221200,10781600,4299700,12384200,10962900,3437400,5086200
"2016-04-18",3316880000,723500,51011500,7112900,11484500,20564700,8619000,4439200,8476800,9124000,4465200,6672000
"2016-04-19",3896830000,856600,57169300,6471000,6655000,17341400,9318800,4272800,5980100,10495400,6326100,7946400
"2016-04-20",4184880000,735500,74743100,6877800,10763400,21088300,13632600,4785500,20207300,26068700,6506700,6742400
"2016-04-21",4175290000,625200,63436700,11277900,12463100,19335100,11941800,4142700,30667400,32065700,6070600,8121200
"2016-04-22",3790580000,675600,46728100,14924400,12052800,15764500,14749400,4730000,22004200,12309000,5429800,6967700
"2016-04-25",3319740000,649900,38189600,9357500,8937500,17234300,10224100,3897200,8947300,12742900,4601900,5890700
"2016-04-26",3557190000,1249700,41664700,7367400,7433500,13585700,10139900,3898500,10821800,13021500,5040000,6505300
"2016-04-27",4100110000,1163600,56916100,12779600,9121200,21962400,9258100,5711600,12012100,24559200,5705800,3858000
"2016-04-28",4309840000,865800,74850800,22669600,19512000,15555200,19554900,7300400,11547000,20158000,5664100,8225400
"2016-04-29",4704720000,1119000,60318100,11896200,13577900,24107400,16369900,8399500,13198500,20177200,6371900,9612100
"2016-05-02",3841110000,748300,43564500,12552700,9074800,15066000,10145100,6648000,14096300,16366600,6204000,4682300
"2016-05-03",4173390000,462300,44142000,12531200,9436800,16158100,11171400,5779300,12837300,15746700,9322200,8075100
"2016-05-04",4058560000,836100,46466600,11245700,11802000,18605400,22102700,6438200,11003200,17603900,8070100,7542100
"2016-05-05",4008530000,846700,47043100,13559900,10145200,14352000,12841100,6294800,10555900,15826500,6971000,6760300
"2016-05-06",3796350000,1031100,38912400,9202900,14164300,12545500,9934400,5391700,8435400,20043800,6777300,6195200
"2016-05-09",3788620000,689300,31989200,7541200,13606600,16020800,7765100,5216500,9845100,11231800,6569100,5456800
"2016-05-10",3600200000,1140900,37549000,13920200,11068600,10337100,14963000,4800600,8567400,13257900,6787500,4770000
"2016-05-11",3821980000,960800,31961100,7152100,8452500,14214800,12802000,6116800,6462100,12173900,5682500,4411700
"2016-05-12",3782390000,720400,35254900,9336500,11322900,12477200,13992400,5603300,11906400,17727700,9937600,6313600
"2016-05-13",3579880000,556700,45538800,10921300,11947300,12371900,13018000,7602000,10657700,12626600,5623900,5016100
"2016-05-16",3501360000,517700,33796200,6394200,8338100,13727700,9210800,4605700,8139300,11087100,5837100,7317800
"2016-05-17",4108960000,645700,45457600,9940100,14920000,15837300,11830000,6543200,19898200,17533000,6422400,5176300
"2016-05-18",4101320000,1280100,96899100,10903500,11524300,22951800,13609400,11329300,20132500,27256500,9594800,6244100
"2016-05-19",3846770000,634400,66203300,8634800,8765700,16854900,15143100,7833600,13237300,19582800,6264900,6780100
"2016-05-20",3507650000,565300,35765300,5873000,7925700,9833500,9397900,3908100,7050800,15185700,4912600,6033200
"2016-05-23",3055480000,624200,38575700,8427700,5050900,10135200,7604900,4228100,8497900,12690200,4232400,7054300
"2016-05-24",3627340000,987900,47386400,9461500,11936400,11302900,7274500,3991500,11258200,13383300,4514700,7289900
"2016-05-25",3859160000,821500,51504100,9814700,8949200,14255500,11092500,4353900,9767300,14349900,5587100,7566800
"2016-05-26",3230990000,587100,36198400,6517100,5252500,10653100,6091000,3491500,7937900,13154500,3298000,4773200
"2016-05-27",3079150000,424900,36433600,7778500,9641300,9258700,6250000,3212100,7873000,15103400,4312800,4238200
"2016-05-31",4514410000,1240900,40884800,12371400,7669800,15406100,11290300,4163000,8766400,15586200,4451900,6916400
"2016-06-01",3525170000,717600,38452300,6885500,9301700,16695700,11013000,3767800,10175800,11283100,4911800,8330100
"2016-06-02",3632720000,424300,28227000,7764500,12349300,12825000,6090900,4037000,6237800,7703700,3364800,10370800
"2016-06-03",3627780000,594100,84455700,8296200,13896000,12157700,11948800,5655500,13362500,18717400,4974200,9717100
"2016-06-06",3442020000,509200,46925400,8635600,9117600,18223800,8888100,4100000,10778100,10842800,6934700,8953400
"2016-06-07",3534730000,919700,26503700,4409400,6439100,15618300,8372700,4325700,5572800,7904000,3640700,7600700
"2016-06-08",3562060000,519500,30469900,8158500,4621300,18129700,9201800,3951600,6024500,6765100,3942200,5678900
"2016-06-09",3290320000,783800,39571200,12919500,9608500,12340600,9984700,6581100,5946800,9702500,3965600,7372900
"2016-06-10",3515010000,748200,47349600,8282600,10270900,14490200,13734300,4813500,10563900,12911300,4808900,8070700
"2016-06-13",3392030000,709700,56062000,11783100,8724600,11587900,18830400,6033400,9118600,13071700,5318900,7350900
"2016-06-14",3759770000,928700,66888200,8420600,8000500,12202500,12839000,8097700,9530900,11606400,7562500,8217700
"2016-06-15",3544720000,713200,58034600,7078100,7861100,16829500,10429600,5635900,9347600,10891300,4167900,6963700
"2016-06-16",3628280000,660100,71488100,9596300,9341200,19993700,15040400,6382300,12205700,10027100,5872700,8054100
"2016-06-17",4952630000,1300100,46524500,11465200,10799100,17435900,15947800,8559700,10077500,19211300,5927100,8443500
"2016-06-20",3467440000,915800,70566800,6856000,7983700,10913200,11778700,3972200,6497500,15937900,5966000,8323000
"2016-06-21",3232880000,986100,40308100,5743900,7014900,11222300,8451400,2899300,6879100,8669100,3063400,9994300
"2016-06-22",3168160000,759000,54005200,6495200,11207600,10258200,10509100,4103600,5408300,7980300,3041700,10889300
"2016-06-23",3297940000,710800,73745500,9763400,7626900,9538500,8840600,4441200,5642500,8425200,3558200,5481800
"2016-06-24",7597450000,2018600,165914600,23623000,22576500,26879900,34954000,15348200,23775900,24191000,12447500,11673600
"2016-06-27",5431220000,1023100,140642100,18409000,18241500,21659700,39536900,10851000,19305900,16787300,8989800,13702700
"2016-06-28",4385810000,989500,109722200,13244700,13652400,14550400,18523900,7860600,11868600,13207300,10370600,6876700
"2016-06-29",4241740000,828500,100009000,10504200,8968400,16354400,14316300,7053800,10821000,14013400,6655500,7892200
"2016-06-30",4622820000,1398800,72707000,13355300,9535200,12132300,19397800,6711800,20984800,17372400,5977800,7521400
"2016-07-01",3458890000,656700,45095300,7474700,6793100,12678800,23322700,7130100,14933900,17480800,4964100,9345900
"2016-07-05",3658380000,805100,59557000,8680700,8359800,15069900,14808600,7317600,19917100,12553400,5570100,6118500
"2016-07-06",3909380000,733400,58561100,7850800,18791500,15897500,12776400,7780600,19540000,15102700,5837800,8432900
"2016-07-07",3604550000,712300,65731400,6166100,8005100,14088800,8697900,9202500,15618100,22718600,4251800,6178500
"2016-07-08",3607500000,830100,55327400,12748000,11013200,11567900,16226400,7411400,10227500,16092400,5241500,6056300
"2016-07-11",3253340000,477700,42557500,5831800,7375100,9750400,15259700,4431000,8213900,14506000,4622300,5682200
"2016-07-12",4097820000,655700,55059300,16042800,10237200,15524500,13635100,4886000,15270800,18002300,6754200,6605100
"2016-07-13",3502320000,567900,57377100,10609400,6401900,12546200,13119800,3655400,9398800,14604700,3930400,7649200
"2016-07-14",3465610000,836700,67039500,15488300,4813200,10898600,11795400,3406000,15486400,17361300,4975500,4876200
"2016-07-15",3122600000,910200,62710900,4864800,7131300,9129500,6238000,3483700,10722200,12951700,3631100,4916200
"2016-07-18",3009310000,627400,38953100,4107200,3954300,9401100,5983600,2775000,9656800,11168100,2955500,3605700
"2016-07-19",2968340000,517700,30777500,4457900,6634700,6991900,7393900,2636800,5295600,10682000,3514800,3254800
"2016-07-20",3211860000,402400,31817600,5384900,6855000,11555000,5491600,2451000,6073200,11599600,4012200,8378000
"2016-07-21",3438900000,396400,36524500,5473400,9230800,9256900,7583300,2434700,6682400,13259200,3625300,8958900
"2016-07-22",3023280000,534500,23484700,4707300,5446500,7990600,8747800,2529600,10602400,13220700,3889400,4262400
"2016-07-25",3057240000,640800,37096300,4244800,5868400,12771700,11063200,3130200,4033400,7155300,4839200,4972100
"2016-07-26",3442350000,1247800,34484100,9057700,6904200,12393900,9376000,4987700,11737800,12509100,4172000,8028800
"2016-07-27",3995500000,1420800,50709900,10910100,7766000,16155500,10706000,4288300,21552200,22559800,4249000,8929600
"2016-07-28",3664240000,878900,33001300,6329300,5470100,10863500,6505600,3158900,10873800,9115800,3665500,8982300
"2016-07-29",4038840000,808500,54440600,10589700,4889200,16501800,10712400,3996300,9262200,15474700,4272800,7543700
"2016-08-01",3505990000,851200,39409700,7841700,9255100,30648500,7949600,2750200,14918200,11658500,3565800,10303100
"2016-08-02",3848750000,570400,39709400,11112200,12149300,25600100,13473800,4246700,11733500,13705500,6051600,13027000
"2016-08-03",3786530000,995400,33511500,7980900,9761200,23905600,6087900,3872000,13290800,11405300,3475400,7802200
"2016-08-04",3709200000,1027800,31363200,8376200,8365000,16767900,7989700,2240300,8843100,12272000,3550500,6412200
"2016-08-05",3663070000,816200,51542300,6063100,8244400,11426800,7380100,3518600,12028500,26952100,3156000,5892500
"2016-08-08",3327550000,1122900,45019800,5219600,6655500,21663400,6052600,3148400,8057700,13526700,4731800,6531000
"2016-08-09",3334300000,937400,32239800,14918400,11261100,11128400,4579800,7364100,7840900,10094200,3991500,5465100
"2016-08-10",3254950000,989000,33545200,3556200,7031600,18036800,5293300,3389400,7303600,8490800,2255300,6959100
"2016-08-11",3423160000,1152300,25139600,5259300,6490800,17295000,8083200,3690000,8080700,9481500,2695700,4891400
"2016-08-12",3000660000,947100,28861500,3468700,6211900,10189700,4357400,2456600,8783800,12161400,3382200,5051000
"2016-08-15",3078530000,636900,26275900,8280700,4122500,10703400,8643500,3070500,8568200,12634400,2317000,5211700
"2016-08-16",3196400000,396500,27637400,4539000,6042300,10242800,4725200,2307900,6712100,20181600,3384600,4996700
"2016-08-17",3388910000,843200,25676500,5287500,7296300,14719500,8260500,3424300,12552000,28456600,3076400,5999600
"2016-08-18",3300570000,550200,26595000,3543200,4180100,24148500,9830200,4733000,6683700,13944500,3377900,3469700
"2016-08-19",3084800000,697500,31510100,4788100,4323500,11045700,8334300,3723900,5846500,14698000,4906100,4512100
"2016-08-22",2777550000,535300,32517400,4628700,4090200,14136700,6624700,2888600,9938600,9101800,3050000,6648500
"2016-08-23",3041490000,480700,29855400,8315300,8557900,12456200,8326900,5350800,5687400,9578700,4129700,4446600
"2016-08-24",3148280000,676300,24299200,6824400,8670400,16452600,8569700,3233100,7793500,8048300,3903900,14715900
"2016-08-25",2969310000,747500,27249600,5912700,8766500,11895800,8623200,3030700,7359700,7222800,3388200,12677000
"2016-08-26",3342340000,359600,64953300,12113600,9974300,14575100,15676900,6289200,13499700,20911000,5984800,10098300
"2016-08-29",2654780000,517600,40451500,6982400,7334100,7323800,7626100,3996300,8179700,13015700,2983800,5092700
"2016-08-30",3006800000,508100,39359100,5718200,5497900,7132900,5953800,2452900,7950900,12261500,3765800,4394900
"2016-08-31",3766390000,578000,56386000,11161200,4756800,13232800,9592200,3500900,8154900,11502100,4190200,5649900
"2016-09-01",3392120000,575200,62960400,9239600,9501400,16668500,9397600,5416800,16677600,15982000,4731800,3715800
"2016-09-02",3091120000,460900,66918300,6907200,8052300,10794400,11405400,3352400,10966300,16271000,3304300,3536000
"2016-09-06",3447650000,430600,60299900,15107400,8735800,12844100,11028400,6178000,9273300,15259100,3204300,3469500
"2016-09-07",3319420000,527800,38671000,11585000,7561600,15094500,6686800,5364300,13418500,11490700,5742100,5093500
"2016-09-08",3727840000,565900,72066000,8302600,4797200,17837900,8183300,4459100,13259400,12841600,2865100,3345800
"2016-09-09",4233960000,884700,66476800,16809200,14135500,21771800,19609100,9562500,24921600,25759100,8673700,6013100
"2016-09-12",4010480000,956300,87153000,19010300,13023400,21972900,18644900,10876600,23542700,25532300,6512800,5038400
"2016-09-13",4141670000,650100,83230800,17358800,12194200,24580400,21760600,9237200,21780500,22296900,10474000,4345600
"2016-09-14",3664100000,768000,82876800,17108700,13108500,26470200,13591700,7355700,19396200,15229800,7789800,5087500
"2016-09-15",3373720000,603900,68626500,16286300,9613600,16477400,14893500,5772100,10119900,25261800,5875600,5371700
"2016-09-16",5014360000,959300,75235700,15883100,8691000,17394400,15706400,5351500,14475100,21724200,8579000,5198000
"2016-09-19",3.163e+09,808000,50396100,7121300,9919000,11748600,8810900,3105400,9579400,12530800,3668800,7956500
"2016-09-20",3140730000,706400,39903200,5001100,5286600,14132900,8007500,3342200,9705900,12857900,3999400,6733800
"2016-09-21",3712090000,473200,64029700,12047600,8485900,20260900,14979800,6015900,24882700,19405100,5596200,10710600
"2016-09-22",3552830000,501300,38355700,10498500,6501900,13315900,9377200,4821400,17316000,12035300,2995700,4947600
"2016-09-23",3317190000,1030200,59009500,11986500,5420400,23075200,11269400,3891200,12930800,11003400,4310200,4662700
"2016-09-26",3216170000,687800,54189000,9620400,5534100,13240200,9560400,5928300,12797200,8052800,3757800,4064000
"2016-09-27",3437770000,806700,47620000,8784500,7839000,19410200,6882700,5137500,12608700,17939600,3321600,4999000
"2016-09-28",3891460000,622100,42936400,9048400,6522600,41143400,7366600,4130300,9757500,16619200,4566600,6329300
"2016-09-29",4249220000,889600,62580800,11406900,8857900,27001600,11584200,6361100,15094000,19247300,4661400,8225100
"2016-09-30",4173340000,905300,47336900,9255300,7453500,14714500,11206800,4789400,17343100,14836300,4695300,5667500
"2016-10-03",3137550000,995200,33170500,6231400,9187900,13154900,12590000,7726100,11454200,19492700,8099700,4470900
"2016-10-04",3750890000,681700,68471600,8902200,10594600,11852800,11208500,8939100,13346600,25691800,5916800,4377600
"2016-10-05",3906550000,822300,58651900,9007600,12842100,13351200,8430900,7135300,15203800,28171900,6742800,4982100
"2016-10-06",3461550000,605900,53337300,5005900,9308900,11175800,7474300,7262500,15413300,20195700,5229800,6177700
"2016-10-07",3619890000,488600,55532800,6073900,9920400,11744400,12646100,8692100,11403000,17215800,5890900,5312700
"2016-10-10",2916550000,932600,37997400,6657800,11015400,11495000,8706400,2970500,8651700,9774800,3091900,5631500
"2016-10-11",3438270000,949600,78581200,8727300,12499700,13712200,13409100,8425900,19642600,14347000,11350500,6294000
"2016-10-12",2977100000,828700,51378700,5520400,11746400,10439100,8374300,3798200,7145400,15427300,4058200,7624900
"2016-10-13",3580450000,1269200,73171100,9669200,13623100,13543400,12266000,4028000,19180700,30542100,4947100,6953600
"2016-10-14",3228150000,603900,76176500,9448300,8382400,11372400,7633400,3474600,10659100,17948300,4768700,7623700
"2016-10-17",2830390000,547700,41236100,5075100,8463000,7425000,5911200,3628600,8465000,11439900,3269100,7685300
"2016-10-18",3.17e+09,394200,45958700,5058900,5449700,6821200,6029600,3914200,7814900,14761100,2883800,4193800
"2016-10-19",3362670000,569600,49835900,5035000,5296700,14315900,7374100,3256100,9032000,8502500,2684800,6122500
"2016-10-20",3337170000,557100,56238200,6148000,6876000,12494500,8215300,4909500,12176300,8930800,2728200,5927600
"2016-10-21",3448850000,620300,39543100,8076900,5511600,14238500,9850700,4797700,14028200,18153600,3862900,4468900
"2016-10-24",3357320000,499000,33808700,5393100,7384700,10668400,9737600,3568300,7609500,10744700,3020700,4052000
"2016-10-25",3751340000,1008900,36177800,4362400,7922100,13227100,8777500,4633800,9414600,9886300,3372000,4495300
"2016-10-26",3775200000,1275300,40419200,6279700,8073700,17867800,10043800,4326500,12417600,10851000,3345100,6392300
"2016-10-27",4204830000,1153100,45545800,8821100,6974700,14206300,8155400,5335200,17905700,15554900,4758600,6246300
"2016-10-28",4019510000,493900,55749900,10418900,18469300,18558400,11514100,5006100,12751000,16463900,5305700,10289300
"2016-10-31",3922400000,677200,38579100,5880000,12689000,12973800,9590900,5899000,8579100,22715800,7162100,5399800
"2016-11-01",4532160000,971600,62758900,9065300,14908700,18824800,19622500,11945900,11342100,24154400,14226900,6603300
"2016-11-02",4248580000,699300,66529900,8167300,17942900,22983000,14355900,9695200,9703300,26491700,5839800,5815900
"2016-11-03",3886740000,861700,53462100,10125700,22074200,12748100,13887400,8900800,15641600,11820500,4241400,13385700
"2016-11-04",3837860000,1268500,64891400,8154000,21382600,17554100,8438100,8912200,11992400,14557200,4415700,9173700
"2016-11-07",3736060000,684500,59001800,13226000,17367800,14799500,13794100,7143700,11763000,17728100,7098500,8215000
"2016-11-08",3916930000,666500,62833700,9691800,14859000,10982800,12067400,5306100,13400400,18489600,5290400,7238400
"2016-11-09",6264150000,1034000,268936600,27129400,49750100,25993800,36607500,11425600,34557200,42810200,14765100,28441500
"2016-11-10",6451640000,1211200,241635500,39515500,28378900,20634800,41589600,16685200,52820800,53123400,20335300,15286800
"2016-11-11",4988050000,889400,133530900,13891300,15866100,17659700,24055100,6039300,20828100,30848000,6714000,9867200
"2016-11-14",5367200000,1413300,261730900,18971000,17378800,12443900,17070900,6299500,20568200,28190800,8338700,11525800
"2016-11-15",4543860000,1164900,122754500,17370800,10371600,19228700,12828400,6010200,23028700,25191800,6960700,6843300
"2016-11-16",3830590000,1256600,117887700,10124200,7541600,16589700,14472900,3993200,16035400,16817400,3716500,6993000
"2016-11-17",3809160000,554600,98536400,8524100,12856200,10338000,10382800,5701100,15626700,19199800,4135900,7737800
"2016-11-18",3572400000,957800,92344300,8823000,12185000,11962300,9246400,4293600,14786100,10698500,3894200,5125700
"2016-11-21",3607010000,805100,71943900,8975500,6791800,16875400,11767700,4763400,18968700,12298300,3799100,3405700
"2016-11-22",3957940000,620000,98286500,8488800,14522100,16013200,8901300,5750100,11991800,10643000,5135100,7439000
"2016-11-23",3418640000,499000,101948400,8116800,13665200,11452400,15373600,4389900,14720900,14153400,3427900,9309600
"2016-11-25",1584600000,217900,33114800,3109500,4009300,8791800,4172500,4271300,10823500,7866200,1602600,2860600
"2016-11-28",3505650000,837000,99791400,7487800,6507200,18790100,15898500,5146800,15116500,23431700,4529700,7314900
"2016-11-29",3706560000,1207600,74645700,5928400,7093900,18361700,12692400,4367600,7915400,14447700,3430700,4018300
"2016-11-30",5533980000,1439800,98843700,11816600,8640700,44854800,14903800,5066600,16837600,23467400,7427500,4796700
"2016-12-01",5063740000,1039100,120088300,21865600,11360700,27382400,24438500,9366100,33621100,18366100,8206700,7385000
"2016-12-02",3779500000,951800,82108300,10052700,7964500,18338800,11902500,7657500,21587200,16399400,6264100,8985800
"2016-12-05",3895230000,1188900,95145700,9005000,5832100,22535100,9448800,8105200,21223400,14888300,5312900,6662400
"2016-12-06",3855320000,1559400,79142600,9254800,5490800,16963500,10543600,7033300,16546300,8422000,6714800,4635700
"2016-12-07",4501820000,1481900,120172500,9972900,12758900,16008300,10416800,7972100,11756500,12902400,7450700,13167500
"2016-12-08",4200580000,747000,116856500,9677100,7586600,14600200,10688200,5605900,17006400,14395500,7007100,7818500
